Năm sản xuất,Tình trạng,Kiểu dáng,Số Km đã đi,Xuất xứ,Hãng xe,Dẫn động,Số chỗ ngồi,Địa điểm,Động cơ,Hộp số,Giá,Cụm số
2016,1,4,0.4033780573511277,0,64,2,5,17,46,1,-0.468975468975469,0
2016,1,6,0.7483469719978121,0,69,2,5,17,47,0,-0.5627705627705628,1
2020,1,5,-0.48943204291936826,1,69,1,7,17,33,1,4.229437229437229,0
2015,1,6,0.6050670860266915,0,69,2,5,46,47,0,-0.5339105339105339,1
2016,1,6,0.31240285948320334,0,69,2,5,17,47,0,-0.556998556998557,1
2024,0,0,-0.5378374098015035,0,18,0,5,17,5,1,0.35353535353535354,2
2016,1,6,0.5132571441296393,0,69,2,5,17,47,0,-0.5627705627705628,1
2021,1,6,0.13445935245037588,1,69,2,5,17,54,1,0.7142857142857143,1
2016,1,3,0.30572022966641965,0,69,3,8,17,50,0,-0.46176046176046176,1
2024,0,3,-0.5378374098015035,0,34,1,5,45,48,1,0.5180375180375181,0
2022,1,5,0.0,1,18,3,7,41,5,1,0.7503607503607503,2
2019,1,6,0.26891870490075176,0,70,3,5,17,50,1,-0.06493506493506493,1
2021,1,6,0.5132571441296393,0,34,2,5,17,50,1,-0.02886002886002886,0
2024,0,5,-0.5378374098015035,1,46,1,4,45,59,1,11.751803751803752,0
2022,1,5,-0.47060773357631563,1,37,1,5,17,50,1,3.6002886002886,0
2014,1,5,0.8067561147022554,1,69,0,7,17,56,1,0.5916305916305916,0
2022,1,6,-0.3495943163709773,1,46,1,5,45,59,1,5.3997113997114,0
2017,1,4,0.08067561147022553,1,27,2,5,20,44,1,-0.4906204906204906,0
2015,1,4,0.5132571441296393,1,34,2,5,22,46,1,-0.443001443001443,0
2017,1,3,1.304255718768646,0,69,3,8,45,50,0,-0.20923520923520925,1
2017,1,6,-0.26891870490075176,0,46,3,5,17,50,1,0.6118326118326118,0
2024,0,5,-0.5378374098015035,0,69,2,7,45,47,1,0.007215007215007215,1
2021,1,5,0.0,0,46,3,5,17,50,1,1.1746031746031746,0
2024,0,8,-0.5378374098015035,1,69,2,7,17,53,1,5.360750360750361,0
2024,0,5,-0.5378374098015035,1,69,1,7,17,62,1,5.2395382395382395,0
2024,0,5,-0.5378374098015035,1,48,2,5,17,47,1,-0.03607503607503607,0
2021,1,5,-0.13445935245037588,0,27,1,7,17,7,1,0.6637806637806638,2
2020,1,5,0.13445935245037588,0,34,2,7,17,50,1,-0.22077922077922077,0
2018,1,5,0.4033780573511277,0,27,0,7,17,53,1,0.17316017316017315,0
2024,0,6,-0.5378374098015035,0,46,3,5,17,50,1,3.6854256854256855,0
2020,1,5,0.13445935245037588,0,27,1,7,17,7,1,0.4098124098124098,2
2021,1,5,-0.4302699278412028,1,52,1,5,45,59,1,5.620490620490621,0
2021,1,5,0.13445935245037588,0,46,1,5,45,50,1,1.7763347763347763,0
2018,1,6,0.228580899165639,0,27,2,5,45,46,1,-0.36075036075036077,0
2009,1,4,-0.33614838112593975,1,11,2,5,17,43,1,-0.670995670995671,0
2013,1,5,0.7798642442121801,1,37,1,5,45,63,1,1.0735930735930737,0
2023,0,5,-0.5378374098015035,0,69,3,7,45,47,1,-0.08225108225108226,1
2019,1,5,-0.457161798331278,1,69,0,7,45,56,1,1.9393939393939394,0
2021,1,5,0.2554727696557142,0,27,1,7,45,54,1,0.5916305916305916,0
2015,1,5,0.2420268344106766,1,6,1,7,45,82,1,3.6002886002886,0
2019,1,6,0.06722967622518794,0,46,3,5,45,59,1,3.167388167388167,0
2017,1,6,0.47060773357631563,0,46,3,5,17,50,1,0.47619047619047616,0
2022,1,5,-0.026891870490075177,0,48,2,7,17,50,1,0.09090909090909091,0
2022,1,5,-0.5375953829670929,0,46,3,5,17,50,1,1.3621933621933622,0
2023,0,1,-0.5378374098015035,1,2,3,2,17,50,1,3.548340548340548,0
2022,1,3,-0.33614838112593975,0,34,2,5,17,47,1,-0.11544011544011544,0
2015,1,5,0.9412154671526313,1,37,1,5,22,50,1,0.6392496392496393,0
2008,1,5,1.2145578847490004,1,37,1,7,17,74,1,0.2453102453102453,0
2021,1,7,0.5132571441296393,0,34,3,3,17,0,0,-0.41414141414141414,2
2021,1,5,0.26891870490075176,1,46,1,7,45,59,1,5.331890331890332,0
2015,1,6,0.8067561147022554,1,34,2,5,55,46,0,-0.5757575757575758,0
2023,1,6,-0.44640505013524795,0,27,2,5,2,46,1,-0.26406926406926406,0
2023,0,7,-0.5378374098015035,0,27,3,3,34,0,0,0.16305916305916307,2
2024,0,5,-0.5378374098015035,1,69,0,7,36,56,1,2.8470418470418473,0
2022,1,5,-0.457161798331278,1,37,1,5,45,50,1,3.6002886002886,0
2023,1,5,-0.3495943163709773,1,48,2,7,17,47,1,-0.02886002886002886,0
2022,0,5,-0.5378374098015035,1,72,1,7,17,50,1,2.0836940836940836,0
2018,1,8,0.6588508270068418,0,34,2,7,17,7,1,0.2741702741702742,2
2009,1,5,-0.3899321221060901,0,25,2,5,57,53,1,-0.5194805194805194,0
2020,1,6,-0.5364928162769999,0,34,2,5,14,46,0,-0.47619047619047616,0
2023,0,3,-0.5378374098015035,1,41,2,5,17,47,1,-0.16883116883116883,0
2022,1,4,-0.47060773357631563,0,44,2,5,2,47,1,-0.05339105339105339,0
2015,1,5,0.20168902867556385,1,52,1,5,45,64,1,1.6522366522366523,0
2024,0,3,-0.5378374098015035,0,51,2,5,45,48,1,0.6551226551226551,0
2020,1,6,0.1747837122502436,0,27,2,5,22,48,0,-0.34054834054834054,0
2024,0,3,-0.5378374098015035,0,70,2,5,17,86,1,0.07936507936507936,1
2024,0,6,-0.5378374098015035,0,34,2,5,45,50,1,0.3593073593073593,0
2021,1,5,0.5132571441296393,0,27,1,7,45,54,1,0.5916305916305916,0
2021,1,5,-0.14790528769541347,1,37,1,5,45,63,1,4.177489177489178,0
2020,1,5,0.32270244588090213,1,37,1,7,45,80,1,9.444444444444445,0
2021,1,5,-0.16135122294045107,1,69,1,7,17,62,1,5.620490620490621,0
2018,1,6,0.5132571441296393,0,34,2,5,17,48,1,-0.30303030303030304,0
2024,0,5,-0.5378374098015035,1,37,1,5,17,53,1,5.303030303030303,0
2021,1,5,-0.5375819370318479,1,37,1,5,45,35,1,5.095238095238095,0
2019,1,5,0.5378374098015035,1,37,1,5,17,63,1,3.196248196248196,0
2024,0,5,-0.5378374098015035,0,70,2,5,17,90,1,0.15873015873015872,1
2024,0,6,-0.5378374098015035,0,46,3,5,17,50,1,1.6233766233766234,0
2020,1,5,-0.13445935245037588,0,46,1,5,45,50,1,1.5916305916305917,0
2021,1,5,0.06722967622518794,0,27,1,7,17,7,1,0.6406926406926406,2
2015,1,5,0.5132571441296393,0,69,3,7,17,56,1,-0.20202020202020202,1
2023,1,3,-0.5176685069339472,0,34,2,5,47,48,1,0.05772005772005772,0
2017,1,3,0.6991886327419546,0,69,3,8,45,50,0,-0.3116883116883117,1
2013,1,4,1.075674819603007,1,69,2,5,61,47,1,-0.5194805194805194,1
2024,0,6,-0.5378374098015035,0,46,3,5,17,50,1,2.134199134199134,0
2023,1,6,-0.47060773357631563,0,44,2,5,17,47,1,-0.01443001443001443,0
2023,0,6,-0.5378374098015035,1,48,2,5,17,43,1,-0.2842712842712843,0
2023,0,5,-0.5378374098015035,0,2,1,7,17,59,1,3.9163059163059164,0
2024,0,8,-0.5378374098015035,1,69,2,7,17,53,1,5.360750360750361,0
2010,1,6,0.6319589565167667,0,18,2,5,17,52,1,-0.5339105339105339,0
2024,0,5,-0.5378374098015035,0,69,2,7,45,47,1,-0.024531024531024532,1
2021,1,3,0.19319119760070008,0,27,2,5,17,50,1,0.1443001443001443,0
2024,0,5,-0.5378374098015035,0,18,2,5,53,47,1,0.3665223665223665,0
2023,0,5,-0.5378374098015035,1,2,1,5,61,50,1,3.3823953823953823,0
2021,1,5,0.0,0,44,2,5,17,50,1,0.17316017316017315,0
2022,1,6,-0.013445935245037588,1,25,2,5,17,47,1,0.5396825396825397,0
2024,0,5,-0.5378374098015035,0,27,2,5,61,41,1,-0.1240981240981241,0
2024,0,5,-0.5378374098015035,1,46,1,7,17,59,1,6.455988455988456,0
2023,0,5,-0.5378374098015035,1,48,2,7,17,47,1,-0.15151515151515152,0
2017,1,0,0.6185130212717291,1,18,0,5,17,7,0,-0.3823953823953824,2
2018,1,0,1.210134172053383,1,48,3,5,48,10,1,-0.31024531024531027,2
2023,0,5,-0.5378374098015035,0,70,1,5,17,87,1,0.670995670995671,1
2024,0,5,-0.5378374098015035,1,25,2,7,45,47,1,0.008658008658008658,0
2021,1,6,-0.18824309343052625,0,34,2,5,17,50,1,-0.08225108225108226,0
2019,1,4,0.5132571441296393,0,44,2,5,17,47,1,-0.12987012987012986,0
2022,1,5,0.0,0,69,3,7,48,9,1,0.5339105339105339,1
2022,1,3,-0.4033780573511277,0,34,2,5,17,47,1,-0.1443001443001443,0
2004,1,1,0.8762447080486097,1,61,3,2,45,38,1,-0.47619047619047616,0
2023,0,5,-0.5378374098015035,1,72,1,7,17,50,1,1.5064935064935066,0
2023,1,5,-0.4033780573511277,1,25,2,7,17,47,1,0.0,0
2022,1,5,-0.41682399259616526,1,52,1,5,45,50,1,4.033189033189033,0
2020,1,6,0.26891870490075176,0,69,2,5,17,47,1,-0.2958152958152958,1
2018,1,0,0.26891870490075176,1,18,3,5,17,5,1,-0.10101010101010101,2
2005,1,5,1.479052876954135,0,69,3,8,17,49,0,-0.6421356421356421,1
2024,0,5,-0.5378374098015035,0,18,2,5,33,47,1,0.3953823953823954,0
2019,1,5,-0.1210134172053383,1,37,1,7,45,80,1,8.965367965367966,0
2022,1,6,-0.41682399259616526,1,37,2,5,45,54,1,2.5165945165945165,0
2020,1,6,-0.457161798331278,1,37,2,5,45,54,1,2.0793650793650795,0
2021,1,6,-0.2554727696557142,1,52,3,4,45,59,1,6.558441558441558,0
2017,1,5,-0.09412154671526313,0,46,1,5,45,50,1,0.7142857142857143,0
2021,1,5,-0.14790528769541347,1,37,1,5,45,63,1,4.177489177489178,0
2022,1,5,-0.14790528769541347,1,46,1,7,17,59,1,5.691197691197691,0
2021,1,6,-0.33614838112593975,1,37,2,5,45,54,1,2.3015873015873014,0
2022,1,5,-0.4840536688213532,1,37,1,5,45,50,1,3.6002886002886,0
2023,0,7,-0.5378374098015035,1,30,3,3,45,22,0,0.17316017316017315,0
2024,0,0,-0.5378374098015035,0,18,0,5,17,5,1,0.35209235209235207,2
2021,1,5,-0.26891870490075176,1,37,1,5,45,50,1,3.1933621933621934,0
2022,1,6,-0.4087564314491427,0,46,3,5,17,50,1,1.6522366522366523,0
2024,0,5,-0.5378374098015035,0,18,2,5,17,47,1,0.18759018759018758,0
2019,1,5,0.26891870490075176,1,69,0,7,17,56,1,2.012987012987013,0
2011,1,4,0.5132571441296393,0,34,2,5,17,42,1,-0.6782106782106783,0
2023,0,7,-0.5378374098015035,0,30,3,3,45,0,0,1.0533910533910533,2
2021,1,5,-0.2823646401457894,1,37,1,5,45,35,1,5.095238095238095,0
2021,1,3,-0.13445935245037588,0,27,2,5,17,50,1,0.17893217893217894,0
2022,1,6,0.5132571441296393,1,69,2,5,17,54,1,0.8297258297258298,1
2017,1,5,-0.09412154671526313,0,46,1,5,17,50,1,0.7142857142857143,0
2019,1,5,0.26891870490075176,1,48,2,7,17,47,1,-0.23088023088023088,0
2022,1,6,-0.228580899165639,1,48,2,5,17,43,0,-0.4906204906204906,0
2021,1,5,-0.09412154671526313,1,46,1,7,17,59,1,5.331890331890332,0
2018,1,4,0.33614838112593975,0,18,2,5,17,47,1,-0.41414141414141414,0
2018,1,5,0.33614838112593975,0,44,2,5,17,54,1,-0.01443001443001443,0
2021,1,5,-0.4840536688213532,1,37,1,5,17,63,1,4.321789321789322,0
2024,0,5,-0.5378374098015035,0,46,1,5,17,50,1,2.8513708513708513,0
2022,1,6,-0.3630402516160149,0,25,2,5,45,47,1,-0.18759018759018758,0
2021,1,5,-0.13445935245037588,1,69,0,7,17,56,1,2.878787878787879,0
2021,1,5,-0.4302699278412028,0,46,1,5,17,50,1,1.8398268398268398,0
2022,1,6,-0.29581057539082695,1,52,3,4,17,58,1,7.711399711399712,0
2021,1,5,-0.26891870490075176,1,52,1,5,17,50,1,3.3636363636363638,0
2015,1,0,1.344593524503759,1,18,0,5,17,15,1,-0.30303030303030304,2
2023,0,3,-0.5378374098015035,0,34,2,5,17,47,1,-0.11688311688311688,0
2019,1,6,0.47060773357631563,0,69,2,5,17,47,0,-0.455988455988456,1
2019,1,3,0.8067561147022554,0,69,3,8,17,50,1,-0.03607503607503607,1
2021,1,5,-0.14790528769541347,1,37,1,5,17,63,1,4.177489177489178,0
2018,1,5,0.524391474556466,0,46,1,5,17,50,1,0.6926406926406926,0
2022,1,5,0.0030253354301334576,1,73,1,7,17,31,1,4.682539682539683,0
2017,1,2,-0.228580899165639,1,52,3,2,45,50,1,2.803751803751804,0
2015,1,5,0.20168902867556385,1,52,1,5,17,64,1,1.7821067821067822,0
2015,1,6,0.457161798331278,1,2,3,5,17,50,1,0.35209235209235207,0
2023,0,5,-0.5378374098015035,0,69,3,7,45,47,1,-0.08225108225108226,1
2019,1,5,0.47060773357631563,1,69,0,7,17,56,1,2.012987012987013,0
2021,1,5,-0.2823646401457894,1,37,1,5,17,35,1,5.095238095238095,0
2020,1,5,0.26891870490075176,1,69,0,7,17,56,1,2.272727272727273,0
2022,1,5,0.0,1,18,3,7,17,5,1,0.5627705627705628,2
2021,1,5,0.26891870490075176,1,64,2,7,17,47,1,-0.23088023088023088,0
2023,0,3,-0.5378374098015035,1,27,2,5,17,47,1,-0.03896103896103896,0
2024,0,6,-0.5378374098015035,0,27,2,5,17,46,1,-0.20923520923520925,0
2020,1,5,0.32270244588090213,1,37,1,7,17,80,1,9.444444444444445,0
2015,1,5,0.4302699278412028,0,69,3,7,2,56,1,-0.22655122655122656,1
2023,1,5,-0.41682399259616526,0,46,1,5,17,50,1,2.907647907647908,0
2024,0,6,-0.5378374098015035,0,69,2,5,17,47,0,-0.3203463203463203,1
2018,1,4,-0.08067561147022553,1,47,2,4,17,50,1,1.3621933621933622,0
2021,1,5,-0.2823646401457894,1,37,1,5,17,35,1,5.095238095238095,0
2021,1,5,-0.4840536688213532,1,37,1,5,17,63,1,4.321789321789322,0
2021,1,3,0.5132571441296393,0,51,2,5,17,43,1,-0.07503607503607504,0
2019,1,4,0.26891870490075176,0,34,2,5,15,44,1,-0.5194805194805194,0
2016,1,6,0.47060773357631563,0,46,3,5,17,50,1,0.40404040404040403,0
2009,1,5,0.5132571441296393,1,69,2,7,17,56,1,-0.2886002886002886,1
2021,1,5,-0.4033780573511277,1,37,1,5,17,50,1,3.8455988455988455,0
2017,1,5,-0.04033780573511277,1,73,1,7,17,50,1,2.038961038961039,0
2020,1,6,-0.26891870490075176,1,52,3,4,17,58,1,7.424242424242424,0
2024,0,5,-0.5378374098015035,1,69,2,5,17,47,1,-0.03607503607503607,1
2019,1,5,0.5132571441296393,0,48,0,7,17,53,1,0.050505050505050504,0
2019,1,6,-0.20168902867556385,0,46,3,5,17,50,1,1.406926406926407,0
2024,0,5,-0.5378374098015035,1,69,1,7,17,62,1,5.2395382395382395,0
2016,1,5,1.344593524503759,0,44,2,5,17,54,1,-0.18181818181818182,0
2021,1,5,-0.26891870490075176,1,37,1,5,17,50,1,3.1933621933621934,0
2024,0,3,-0.5378374098015035,0,34,2,5,17,47,1,-0.11688311688311688,0
2017,1,6,0.26891870490075176,0,44,2,5,17,47,1,-0.3463203463203463,0
2015,1,5,0.6454048917618043,1,69,0,7,17,56,1,0.8585858585858586,0
2021,1,5,0.13445935245037588,0,46,1,5,17,50,1,1.7676767676767677,0
2024,0,5,-0.5378374098015035,1,69,1,7,17,62,1,5.2395382395382395,0
2016,1,6,0.2554727696557142,0,51,2,5,17,50,1,-0.44733044733044736,0
2023,1,5,-0.524391474556466,0,46,1,5,22,50,1,2.994227994227994,0
2019,1,5,0.26891870490075176,0,70,1,7,17,50,1,0.12987012987012986,0
2020,1,0,0.26891870490075176,1,18,0,5,45,5,1,0.05772005772005772,2
2010,1,6,0.9412154671526313,0,46,3,5,17,49,1,-0.5137085137085137,0
2023,0,5,-0.5378374098015035,0,46,1,5,45,50,1,2.761904761904762,0
2020,1,5,0.13445935245037588,1,25,2,7,17,47,1,0.30447330447330445,0
2005,1,5,2.0168902867556384,1,69,0,8,17,20,0,0.4834054834054834,2
2016,1,6,0.26536897799606185,0,69,2,5,17,47,0,-0.556998556998557,1
2021,1,6,-0.13445935245037588,0,27,2,5,17,48,1,-0.18037518037518038,0
2017,1,4,0.1075674819603007,1,69,2,5,45,47,1,-0.3795093795093795,1
2024,0,8,-0.5378374098015035,0,34,2,7,45,7,1,1.051948051948052,2
2020,1,3,-0.20168902867556385,0,27,2,5,17,50,1,0.1443001443001443,0
2023,0,5,-0.5378374098015035,1,63,1,5,17,50,1,0.27994227994227994,0
2017,1,3,0.5378374098015035,0,51,2,5,17,48,1,-0.240981240981241,0
2008,1,6,1.7479715818548867,0,25,2,5,2,50,1,-0.5627705627705628,0
2019,1,6,0.4033780573511277,0,46,3,5,17,47,1,0.2077922077922078,0
2018,1,5,0.4033780573511277,0,27,0,7,17,53,1,0.1443001443001443,0
2020,1,5,0.13445935245037588,0,44,2,5,17,50,1,0.06204906204906205,0
2015,1,5,0.32270244588090213,1,36,1,4,17,76,1,3.311688311688312,0
2013,1,5,0.7798642442121801,1,37,1,5,17,63,1,1.0735930735930737,0
2021,1,5,0.2554727696557142,0,27,1,7,17,54,1,0.5916305916305916,0
2022,1,4,-0.41682399259616526,1,47,2,5,17,50,1,2.2294372294372296,0
2022,1,5,0.33614838112593975,0,69,3,7,17,9,1,0.7142857142857143,1
2022,1,5,-0.04033780573511277,0,44,2,5,17,50,1,0.10533910533910534,0
2024,0,8,-0.5378374098015035,0,18,3,16,17,7,0,0.15007215007215008,2
2014,1,5,0.8067561147022554,0,25,2,5,17,53,1,-0.24386724386724387,0
2022,1,5,-0.501533384639902,1,69,2,5,17,41,1,-0.22366522366522368,1
2020,1,5,-0.18824309343052625,1,36,1,4,17,59,1,10.578643578643579,0
2006,1,5,1.9765524810205255,0,18,3,7,45,10,0,-0.7056277056277056,2
2019,1,6,0.3899321221060901,0,70,3,5,17,50,1,-0.1370851370851371,1
2022,1,6,-0.29581057539082695,1,37,2,5,17,54,1,2.5165945165945165,0
2024,0,6,-0.5378374098015035,1,41,2,5,17,47,1,-0.2741702741702742,0
2019,1,6,0.26891870490075176,0,44,2,5,17,47,1,-0.21645021645021645,0
2020,1,6,-0.26891870490075176,1,1,2,5,17,50,1,1.4935064935064934,0
2024,0,5,-0.5378374098015035,1,69,2,5,45,49,1,0.23809523809523808,1
2024,0,6,-0.5378374098015035,1,48,2,5,17,43,1,-0.3246753246753247,0
2020,1,6,-0.013445935245037588,1,52,3,4,17,58,1,6.558441558441558,0
2024,0,5,-0.5378374098015035,0,18,2,5,17,47,1,0.1038961038961039,0
2024,0,8,-0.5378374098015035,1,37,2,4,17,35,1,11.623376623376624,0
2019,1,6,-0.33614838112593975,0,46,3,5,17,59,1,2.878787878787879,0
2022,1,5,-0.13445935245037588,0,70,1,5,17,87,1,0.3463203463203463,1
2024,0,8,-0.5378374098015035,0,18,3,16,17,7,0,0.15007215007215008,2
2023,1,6,-0.4880874493948645,0,44,2,5,45,47,1,-0.025974025974025976,0
2023,0,7,-0.5378374098015035,0,65,3,2,9,47,0,-0.6421356421356421,0
2024,0,5,-0.5378374098015035,1,69,1,7,17,62,1,5.2395382395382395,0
2015,1,6,0.6185130212717291,0,18,2,5,17,47,1,-0.5295815295815296,0
2021,1,6,-0.3899321221060901,0,46,3,5,17,50,1,1.6363636363636365,0
2024,0,5,-0.5378374098015035,0,27,2,5,45,41,1,-0.12121212121212122,0
2018,1,8,0.6185130212717291,0,34,2,7,17,7,1,0.11544011544011544,2
2009,1,6,1.479052876954135,1,2,3,5,17,50,1,-0.56998556998557,0
2023,1,4,-0.5378239638662585,1,69,2,5,9,43,1,-0.35353535353535354,1
2017,1,5,0.5378374098015035,0,27,0,7,17,53,1,0.06349206349206349,0
2021,1,6,0.1075674819603007,1,48,2,5,17,43,1,-0.38961038961038963,0
2014,1,5,0.47060773357631563,0,46,1,5,17,50,1,-0.02886002886002886,0
2023,1,5,-0.39665508972860886,0,69,2,7,45,47,1,-0.06493506493506493,1
2016,1,0,0.6722967622518795,1,18,3,5,17,7,1,-0.31746031746031744,2
2024,0,5,-0.5378374098015035,1,48,2,7,17,47,1,-0.05916305916305916,0
2016,1,5,0.6050670860266915,0,69,3,7,17,56,1,-0.12265512265512266,1
2016,1,5,0.4033780573511277,0,50,0,7,17,54,1,-0.17316017316017315,0
2021,1,5,-0.2823646401457894,1,52,1,5,17,58,1,7.597402597402597,0
2014,1,6,0.44371586308624045,1,2,3,5,45,50,1,0.06493506493506493,0
2023,0,6,-0.5378374098015035,1,50,2,5,17,41,1,-0.25252525252525254,0
2022,1,6,0.26278735842901463,0,46,3,5,58,47,1,1.2914862914862915,0
2022,1,5,0.26891870490075176,1,69,2,5,17,49,1,0.2077922077922078,1
2022,1,3,-0.26891870490075176,1,44,2,5,41,47,1,-0.050505050505050504,0
2007,1,5,0.524391474556466,0,8,2,7,17,53,1,-0.6277056277056277,0
2023,1,3,-0.26891870490075176,1,25,2,5,17,47,1,0.30303030303030304,0
2017,1,3,-0.44640505013524795,1,27,2,5,14,50,1,-0.1370851370851371,0
2020,1,5,0.13445935245037588,0,44,2,5,17,50,1,0.12121212121212122,0
2021,1,5,0.0,0,34,2,7,17,53,1,0.12987012987012986,0
2018,1,5,0.5132571441296393,0,44,2,5,17,50,1,-0.01443001443001443,0
2024,0,5,-0.5378374098015035,0,69,2,7,22,47,1,-0.010101010101010102,1
2023,0,5,-0.5378374098015035,1,18,1,7,17,52,1,1.8816738816738816,0
2022,1,5,-0.26891870490075176,1,48,2,7,17,47,1,-0.04329004329004329,0
2021,1,4,0.026891870490075177,0,44,2,5,17,50,1,-0.002886002886002886,0
2023,0,5,-0.5378374098015035,0,2,3,5,17,50,1,2.1125541125541125,0
2022,1,8,-0.13445935245037588,1,69,2,7,17,63,1,4.653679653679654,0
2022,1,6,-0.33614838112593975,0,44,2,5,58,47,1,-0.04329004329004329,0
2023,0,9,-0.5378374098015035,1,73,1,5,17,50,1,2.9365079365079363,0
2019,1,6,0.4033780573511277,0,25,2,5,17,47,1,-0.31746031746031744,0
2023,0,6,-0.5378374098015035,0,69,2,5,45,47,1,-0.15873015873015872,1
2023,1,5,-0.26891870490075176,0,18,2,5,17,47,1,0.3246753246753247,0
2022,1,3,-0.13445935245037588,0,51,2,5,17,48,1,0.42568542568542567,0
2024,0,5,-0.5378374098015035,1,37,1,5,17,53,1,4.004329004329004,0
2020,1,5,-0.14790528769541347,1,69,1,7,17,33,1,4.229437229437229,0
2022,1,4,-0.29581057539082695,0,70,2,5,17,46,1,-0.4329004329004329,1
2019,1,5,0.06722967622518794,1,69,0,7,17,56,1,2.0836940836940836,0
2022,1,6,-0.3899321221060901,0,44,2,5,17,47,1,-0.05772005772005772,0
2021,1,0,0.0,1,44,3,5,2,2,0,-0.2727272727272727,2
2020,1,5,0.2554727696557142,0,46,1,5,45,50,1,1.0447330447330447,0
2024,0,6,-0.5378374098015035,0,44,2,5,17,47,1,-0.10966810966810966,0
2010,1,6,0.8067561147022554,1,11,2,5,17,48,1,-0.6810966810966811,0
2024,0,5,-0.5378374098015035,0,69,3,7,45,9,1,0.7359307359307359,1
2017,1,5,-0.3764861868610525,1,5,1,5,17,81,1,8.867243867243868,0
2017,1,5,-0.04302699278412028,1,73,1,7,17,50,1,2.038961038961039,0
2023,0,5,-0.5378374098015035,1,25,2,5,17,31,1,0.8412698412698413,0
2024,0,6,-0.5378374098015035,0,69,2,5,1,47,1,-0.22943722943722944,1
2021,1,5,-0.5109455393114284,0,46,1,5,17,50,1,1.3492063492063493,0
2023,0,8,-0.5378374098015035,0,64,3,2,17,41,0,-0.5209235209235209,0
2022,1,6,-0.06722967622518794,0,44,2,5,17,50,1,0.17316017316017315,0
2010,1,3,0.7126345679869922,1,46,3,7,45,59,1,-0.3116883116883117,0
2022,1,6,-0.41682399259616526,1,69,2,5,45,54,1,0.9235209235209235,1
2023,0,6,-0.5378374098015035,1,1,2,5,45,50,1,2.0562770562770565,0
2021,1,5,0.08067561147022553,0,18,2,5,45,47,1,-0.2683982683982684,0
2023,1,5,-0.5109455393114284,1,69,2,5,55,30,1,0.41125541125541126,1
2024,0,0,-0.5378374098015035,0,18,3,5,17,5,1,-0.011544011544011544,2
2022,1,5,-0.5069117587379172,1,48,3,7,45,9,1,0.56998556998557,2
2024,0,3,-0.5378374098015035,1,27,2,5,17,47,1,-0.10822510822510822,0
2022,1,5,-0.3495943163709773,0,46,1,5,45,50,1,2.0707070707070705,0
2021,1,7,0.5132571441296393,0,27,3,2,17,25,0,-0.1370851370851371,0
2024,0,3,-0.5378374098015035,0,27,1,5,17,48,1,0.3564213564213564,0
2023,0,5,-0.5378374098015035,1,37,1,5,17,53,1,5.303030303030303,0
2023,0,5,-0.5378374098015035,1,69,2,5,17,49,1,0.2958152958152958,1
2024,0,5,-0.5378374098015035,0,27,1,7,17,7,1,0.8513708513708513,2
2024,0,0,-0.5378374098015035,1,18,0,5,17,5,1,0.7922077922077922,2
2022,1,0,-0.04033780573511277,0,18,0,5,45,5,1,0.15873015873015872,2
2023,0,0,-0.5378374098015035,1,48,3,5,17,9,1,-0.0707070707070707,2
2021,1,5,-0.1210134172053383,1,69,2,5,58,49,1,0.17316017316017315,1
2019,1,6,-0.17479715818548866,0,69,2,5,17,47,1,-0.2958152958152958,1
2021,1,4,0.228580899165639,0,44,2,5,30,47,1,-0.10101010101010101,0
2024,0,5,-0.5378374098015035,1,18,3,7,17,5,1,0.8138528138528138,2
2019,1,5,0.0,1,50,0,7,17,54,1,0.10101010101010101,0
2024,0,3,-0.5378374098015035,0,34,2,5,45,47,1,-0.11688311688311688,0
2024,0,3,-0.5378374098015035,1,69,2,8,45,50,1,0.22366522366522368,1
2007,1,8,2.151349639206014,1,27,3,3,17,10,0,-0.7503607503607503,2
2004,1,5,1.9496606105304504,0,69,0,8,45,72,0,-0.3463203463203463,0
2020,1,3,-0.04033780573511277,0,69,3,8,45,50,1,0.021645021645021644,1
2017,1,6,0.5132571441296393,0,34,2,5,17,48,1,-0.3318903318903319,0
2010,1,5,1.075674819603007,0,25,2,5,36,53,1,-0.47619047619047616,0
2024,0,5,-0.5378374098015035,1,48,2,7,45,47,1,0.06204906204906205,0
2023,1,6,-0.5375684910966028,0,46,3,5,45,50,1,2.8196248196248197,0
2018,1,6,-0.13447279838562093,1,2,3,5,45,50,1,2.0836940836940836,0
2003,1,6,-0.06722967622518794,0,11,2,5,22,48,0,-0.8802308802308803,0
2021,1,5,0.04033780573511277,1,69,2,5,58,49,1,0.17893217893217894,1
2016,1,5,0.5378374098015035,0,69,0,7,17,56,1,-0.12987012987012986,0
2024,0,8,-0.5378374098015035,0,18,3,16,17,7,0,0.15007215007215008,2
2022,1,3,0.5132571441296393,1,25,2,5,17,47,1,0.25252525252525254,0
2020,1,4,0.14790528769541347,0,70,2,5,17,46,1,-0.49783549783549785,1
2023,0,6,-0.5378374098015035,0,27,2,5,45,44,1,-0.37518037518037517,0
2007,1,1,-0.33614838112593975,0,71,2,5,22,37,0,-0.8311688311688312,0
2022,1,5,-0.33614838112593975,1,52,1,5,17,50,1,3.8167388167388165,0
2018,1,6,-0.457161798331278,0,46,3,5,17,59,1,2.2135642135642137,0
2018,1,6,0.5378374098015035,0,69,2,5,17,49,1,-0.12987012987012986,1
